Taxa_NCBI,domain,kingdom,phylum,class,order,family,genus,subgenus,species,subspecies,varietas,forma
570480,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,NA,Diospyros crassiflora,NA,NA,NA
268838,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,NA,Diospyros discolor,NA,NA,NA
35925,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,NA,Diospyros kaki,NA,NA,NA
55363,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,NA,Diospyros lotus,NA,NA,NA
1367315,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,NA,Diospyros pilosanthera,NA,NA,NA
13493,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,NA,Diospyros virginiana,NA,NA,NA
84005,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Arbutus,NA,Arbutus unedo,NA,NA,NA
84009,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Arctostaphylos,NA,Arctostaphylos uva-ursi,NA,NA,NA
185357,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Bejaria,NA,Bejaria aestuans,NA,NA,NA
13385,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Calluna,NA,Calluna vulgaris,NA,NA,NA
249286,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Cavendishia,NA,Cavendishia bracteata,NA,NA,NA
638625,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Enkianthus,NA,Enkianthus quinqueflorus,NA,NA,NA
861395,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Gaultheria,NA,Gaultheria cuneata,NA,NA,NA
157519,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Gaultheria,NA,Gaultheria procumbens,NA,NA,NA
73102,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Gaultheria,NA,Gaultheria shallon,NA,NA,NA
45902,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Kalmia,NA,Kalmia latifolia,NA,NA,NA
642533,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Pyrola,NA,Pyrola japonica,NA,NA,Pyrola japonica f. subaphylla
642532,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Pyrola,NA,Pyrola japonica,NA,NA,NA
49464,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,NA,Rhododendron arborescens,NA,NA,NA
73103,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,NA,Rhododendron macrophyllum,NA,NA,NA
187150,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,NA,Rhododendron menziesii,NA,NA,NA
49170,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,NA,Rhododendron tomentosum,NA,NA,NA
472369,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,NA,Vaccinium angustifolium,NA,NA,NA
276782,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,NA,Vaccinium bracteatum,NA,NA,NA
69266,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,NA,Vaccinium corymbosum,NA,NA,NA
229202,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,NA,Vaccinium darrowii,NA,NA,NA
180758,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,NA,Vaccinium fragile,NA,NA,NA
13750,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,NA,Vaccinium macrocarpon,NA,NA,NA
180766,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,NA,Vaccinium parvifolium,NA,NA,NA
1633950,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,NA,Vaccinium urceolatum,NA,NA,NA
13749,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,NA,NA,NA,NA,NA
98238,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Fouquieriaceae,Fouquieria,NA,Fouquieria macdougalii,NA,NA,NA
79556,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Lecythidaceae,Barringtonia,NA,NA,NA,NA,NA
3645,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Lecythidaceae,Bertholletia,NA,Bertholletia excelsa,NA,NA,NA
79559,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Lecythidaceae,Careya,NA,Careya arborea,NA,NA,NA
372693,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Lecythidaceae,Cariniana,NA,Cariniana ianeirensis,NA,NA,NA
372712,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Lecythidaceae,Eschweilera,NA,Eschweilera coriacea,NA,NA,NA
372735,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Lecythidaceae,Grias,NA,Grias peruviana,NA,NA,NA
372763,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Lecythidaceae,Petersianthus,NA,Petersianthus macrocarpus,NA,NA,NA
2054573,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Marcgraviaceae,Souroubea,NA,Souroubea guianensis,NA,NA,NA
2945380,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Pentaphylacaceae,Freziera,NA,Freziera dudleyi,NA,NA,NA
59683,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Pentaphylacaceae,Ternstroemia,NA,NA,NA,NA,NA
55380,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Polemoniaceae,Cobaea,NA,Cobaea scandens,NA,NA,NA
1570894,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Polemoniaceae,Phlox,NA,Phlox adsurgens,NA,NA,NA
103529,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Polemoniaceae,Phlox,NA,Phlox drummondii,NA,NA,NA
103537,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Polemoniaceae,Phlox,NA,Phlox paniculata,NA,NA,NA
174663,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Polemoniaceae,Polemonium,NA,Polemonium caeruleum,NA,NA,NA
13345,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Primulaceae,Ardisia,NA,Ardisia crenata,NA,NA,NA
13344,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Primulaceae,Ardisia,NA,NA,NA,NA,NA
2082994,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Primulaceae,Embelia,NA,Embelia basaal,NA,NA,NA
2508509,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Primulaceae,Fittingia,NA,NA,NA,NA,NA
111103,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Primulaceae,Geissanthus,NA,NA,NA,NA,NA
213255,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Primulaceae,Lysimachia,NA,Lysimachia christinae,NA,NA,NA
213265,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Primulaceae,Lysimachia,NA,Lysimachia foenum-graecum,NA,NA,NA
883796,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Primulaceae,Myrsine,NA,Myrsine coriacea,NA,NA,NA
2080654,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Primulaceae,Myrsine,NA,Myrsine semiserrata,NA,NA,NA
59981,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Primulaceae,Myrsine,NA,NA,NA,NA,NA
184173,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Primulaceae,Primula,NA,Primula auricula,NA,NA,NA
170927,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Primulaceae,Primula,NA,Primula veris,NA,NA,NA
175104,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Primulaceae,Primula,NA,Primula vulgaris,NA,NA,NA
681493,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Primulaceae,Stylogyne,NA,Stylogyne turbacensis,NA,NA,NA
233668,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Sapotaceae,Autranella,NA,Autranella congolensis,NA,NA,NA
233674,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Sapotaceae,Chrysophyllum,NA,Chrysophyllum gonocarpum,NA,NA,NA
13424,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Sapotaceae,Chrysophyllum,NA,NA,NA,NA,NA
2851915,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Sapotaceae,Gambeya,NA,Gambeya subnuda,NA,NA,NA
317856,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Sapotaceae,Madhuca,NA,Madhuca longifolia,NA,NA,NA
3741,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Sapotaceae,Manilkara,NA,Manilkara zapota,NA,NA,NA
2945421,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Sapotaceae,Palaquium,NA,Palaquium annamense,NA,NA,NA
1524318,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Sapotaceae,Payena,NA,Payena leerii,NA,NA,NA
2841342,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Sapotaceae,Pouteria,NA,Pouteria baehniana,NA,NA,NA
597391,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Sapotaceae,Pouteria,NA,Pouteria bilocularis,NA,NA,NA
872014,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Sapotaceae,Pouteria,NA,Pouteria caimito,NA,NA,NA
1186182,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Sapotaceae,Pouteria,NA,Pouteria cuspidata,NA,NA,NA
1186183,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Sapotaceae,Pouteria,NA,Pouteria durlandii,NA,NA,NA
357089,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Sapotaceae,Pouteria,NA,Pouteria hispida,NA,NA,NA
681476,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Sapotaceae,Pouteria,NA,Pouteria reticulata,NA,NA,NA
397169,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Sapotaceae,Pouteria,NA,Pouteria torta,NA,NA,NA
85249,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Sapotaceae,Pouteria,NA,NA,NA,NA,NA
357095,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Sapotaceae,Sarcaulus,NA,Sarcaulus brasiliensis,NA,NA,NA
102691,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Sapotaceae,Sideroxylon,NA,Sideroxylon lanuginosum,NA,NA,NA
362728,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Sapotaceae,Sideroxylon,NA,Sideroxylon obtusifolium,NA,NA,NA
3743,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Sapotaceae,Synsepalum,NA,Synsepalum dulcificum,NA,NA,NA
4359,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Sarraceniaceae,Sarracenia,NA,Sarracenia flava,NA,NA,NA
153524,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Styracaceae,Styrax,NA,Styrax benzoin,NA,NA,NA
153546,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Styracaceae,Styrax,NA,Styrax pentlandianus,NA,NA,NA
13699,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Styracaceae,Styrax,NA,NA,NA,NA,NA
298535,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Symplocaceae,Symplocos,NA,Symplocos quitensis,NA,NA,NA
1340886,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Symplocaceae,Symplocos,NA,Symplocos ramosissima,NA,NA,NA
210366,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Symplocaceae,Symplocos,NA,Symplocos setchuensis,NA,NA,NA
55372,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Symplocaceae,Symplocos,NA,NA,NA,NA,NA
4443,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Theaceae,Camellia,NA,Camellia japonica,NA,NA,NA
4442,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Theaceae,Camellia,NA,Camellia sinensis,NA,NA,NA
4441,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Theaceae,Camellia,NA,NA,NA,NA,NA
182312,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Theaceae,Gordonia,NA,Gordonia fruticosa,NA,NA,NA
107826,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Theaceae,Polyspora,NA,Polyspora axillaris,NA,NA,NA
194716,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Theaceae,Schima,NA,Schima sinensis,NA,NA,NA
59677,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Theaceae,Schima,NA,Schima superba,NA,NA,NA
182321,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Theaceae,Schima,NA,Schima wallichii,NA,NA,NA
3816,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Abrus,NA,Abrus precatorius,NA,NA,NA
499986,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,NA,Acacia crassicarpa,NA,NA,NA
1529617,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,NA,Acacia megaladena,NA,NA,NA
139014,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,NA,Acacia paradoxa,NA,NA,NA
1159231,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Acmispon,NA,Acmispon argophyllus,NA,NA,NA
714439,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Adenanthera,NA,Adenanthera microsperma,NA,NA,NA
162643,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Afzelia,NA,Afzelia bipindensis,NA,NA,NA
543392,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Afzelia,NA,Afzelia xylocarpa,NA,NA,NA
992633,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Albizia,NA,Albizia adianthifolia,NA,NA,NA
3813,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Albizia,NA,Albizia julibrissin,NA,NA,NA
647088,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Albizia,NA,Albizia myriophylla,NA,NA,NA
149628,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Amburana,NA,Amburana cearensis,NA,NA,NA
48131,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Amorpha,NA,Amorpha fruticosa,NA,NA,NA
45679,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Amphicarpaea,NA,Amphicarpaea bracteata,NA,NA,NA
148671,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Anadenanthera,NA,Anadenanthera colubrina,NA,NA,NA
49793,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Anagyris,NA,Anagyris foetida,NA,NA,NA
118891,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Anthyllis,NA,Anthyllis vulneraria,NA,NA,NA
185702,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Apios,NA,Apios americana,NA,NA,NA
53829,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Apuleia,NA,Apuleia leiocarpa,NA,NA,NA
3818,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,NA,Arachis hypogaea,NA,NA,NA
130454,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,NA,Arachis ipaensis,NA,NA,NA
217475,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,NA,Arachis stenosperma,NA,NA,NA
3817,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,NA,NA,NA,NA,NA
20408,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Astragalus,NA,Astragalus canadensis,NA,NA,NA
83862,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Astragalus,NA,Astragalus glycyphyllos,NA,NA,NA
649199,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Astragalus,NA,Astragalus membranaceus,NA,NA,NA
158324,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Astragalus,NA,Astragalus propinquus,NA,NA,NA
47065,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Astragalus,NA,Astragalus sinicus,NA,NA,NA
20400,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Astragalus,NA,NA,NA,NA,NA
1940509,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Aubrevillea,NA,Aubrevillea kerstingii,NA,NA,NA
49797,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Baptisia,NA,Baptisia tinctoria,NA,NA,NA
49796,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Baptisia,NA,NA,NA,NA,NA
1229245,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,NA,Bauhinia bracteata,NA,NA,NA
413686,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,NA,Bauhinia forficata,NA,NA,NA
20338,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,NA,Bauhinia galpinii,NA,NA,NA
3806,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,NA,Bauhinia purpurea,NA,NA,NA
204518,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,NA,Bauhinia tomentosa,NA,NA,NA
167791,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,NA,Bauhinia variegata,NA,NA,NA
1227989,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,NA,Bauhinia viridescens,NA,NA,NA
3805,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,NA,NA,NA,NA,NA
191885,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Biancaea,NA,Biancaea decapetala,NA,NA,NA
483143,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Biancaea,NA,Biancaea sappan,NA,NA,NA
1225699,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Brachypterum,NA,Brachypterum scandens,NA,NA,NA
72381,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Brownea,NA,Brownea coccinea,NA,NA,NA
56060,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Butea,NA,Butea monosperma,NA,NA,NA
480422,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Butea,NA,Butea superba,NA,NA,NA
53846,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinia,NA,Caesalpinia pulcherrima,NA,NA,NA
53845,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinia,NA,NA,NA,NA,NA
3821,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Cajanus,NA,Cajanus cajan,NA,NA,NA
912968,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Calliandra,NA,Calliandra haematocephala,NA,NA,NA
3824,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Canavalia,NA,Canavalia gladiata,NA,NA,NA
390501,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Caragana,NA,Caragana rosea,NA,NA,NA
162709,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Cassia,NA,Cassia grandis,NA,NA,NA
508996,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Cassia,NA,Cassia javanica,NA,NA,NA
167616,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Centrosema,NA,NA,NA,NA,NA
20340,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Ceratonia,NA,Ceratonia siliqua,NA,NA,NA
49801,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Cercis,NA,Cercis canadensis,NA,NA,NA
143051,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Chadsia,NA,Chadsia grevei,NA,NA,NA
592599,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Chamaecrista,NA,Chamaecrista diphylla,NA,NA,NA
3827,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Cicer,NA,Cicer arietinum,NA,NA,NA
3826,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Cicer,NA,NA,NA,NA,NA
38412,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Cladrastis,NA,Cladrastis kentukea,NA,NA,NA
43366,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Clitoria,NA,Clitoria ternatea,NA,NA,NA
2044324,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Codariocalyx,NA,Codariocalyx gyroides,NA,NA,NA
280048,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Copaifera,NA,Copaifera langsdorffii,NA,NA,NA
162718,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Copaifera,NA,Copaifera salikounda,NA,NA,NA
1132602,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Crotalaria,NA,Crotalaria fiherenensis,NA,NA,NA
1132605,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Crotalaria,NA,Crotalaria grevei,NA,NA,NA
1127383,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Crotalaria,NA,Crotalaria laevigata,NA,NA,NA
3830,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Crotalaria,NA,Crotalaria pallida,NA,NA,NA
165774,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Crotalaria,NA,Crotalaria retusa,NA,NA,NA
1977604,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Crotalaria,NA,Crotalaria sagittalis,NA,NA,NA
1475368,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Ctenodon,NA,Ctenodon viscidulus,NA,NA,NA
429560,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Cullen,NA,Cullen corylifolium,NA,NA,NA
49815,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Cytisus,NA,Cytisus nigricans,NA,NA,NA
3835,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Cytisus,NA,Cytisus scoparius,NA,NA,NA
1353447,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Dalbergia,NA,Dalbergia dongnaiensis,NA,NA,NA
450024,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Dalbergia,NA,Dalbergia ecastaphyllum,NA,NA,NA
298683,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Dalbergia,NA,Dalbergia nigrescens,NA,NA,NA
499988,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Dalbergia,NA,Dalbergia odorifera,NA,NA,NA
1341707,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Dalbergia,NA,Dalbergia stipulacea,NA,NA,NA
53862,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Dalbergia,NA,NA,NA,NA,NA
248507,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Dalea,NA,Dalea mollis,NA,NA,NA
3085996,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Deguelia,NA,Deguelia nitidula,NA,NA,NA
185705,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Dendrolobium,NA,Dendrolobium lanceolatum,NA,NA,NA
56063,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Derris,NA,Derris elliptica,NA,NA,NA
196648,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Desmanthus,NA,Desmanthus illinoensis,NA,NA,NA
932098,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Desmodium,NA,Desmodium canadense,NA,NA,NA
247909,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Diplotropis,NA,NA,NA,NA,NA
